,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
60534,2020-07-12 14:29:07,4570636521433188,fraud_Wilkinson PLC,kids_pets,30.44,Christine,Leblanc,F,5097 Jodi Vista Suite 811,Deltona,FL,32725,28.8989,-81.2473,88735,Commercial horticulturist,1988-04-09,5a94ea1653def2a6ade95e5d4d84eb61,1373639347,28.808913,-81.301941,0
494098,2020-12-18 13:13:21,4424338559877976,fraud_Hirthe-Beier,health_fitness,49.2,Denise,Barnett,F,23220 Eaton Harbors,Kirby,OH,43330,40.813,-83.4196,118,Private music teacher,1957-11-12,0c30727acb7bf725faf8bc4be9581f6f,1387372401,40.023672,-83.687464,0
177012,2020-08-22 18:36:27,3560797065840735,fraud_Nienow PLC,entertainment,167.2,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,1989-12-17,089e413776a4ff8b8a219591d01c7f80,1377196587,46.570794,-101.081241,0
507124,2020-12-21 08:53:01,180014262259255,"fraud_Christiansen, Goyette and Schamberger",gas_transport,113.02,Brianna,Page,F,0043 Henry Plaza,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,1958-06-26,ef10e26b4cdec47af3de826fdba06145,1387615981,30.604735,-85.713222,0
370252,2020-11-12 00:48:48,4640395708703,fraud_Heller-Langosh,gas_transport,50.34,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,1951-06-13,2deb99a94bcd5a7c03df2b90a8512be3,1384217328,30.068308,-90.81686,0
217005,2020-09-06 14:36:48,4681601008538160,fraud_Pacocha-Bauch,shopping_pos,47.17,Tammy,Davis,F,77663 Colleen Freeway,Moundsville,WV,26041,39.9148,-80.73100000000001,16183,Physiotherapist,1977-08-12,573cff7f0358ef4ada2a4527d5744c50,1378478208,39.015838,-81.501425,0
71046,2020-07-15 14:43:12,3553629419254918,"fraud_Hahn, Douglas and Schowalter",travel,1.09,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1984-09-01,2f49ee6062be48b4856d509f28946446,1373899392,48.42811,-123.037665,0
540081,2020-12-28 14:26:28,38052002992326,"fraud_Cole, Hills and Jewess",home,9.84,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,1995-09-11,c93a73918ed05543b76e93edf9fa5579,1388240788,31.325092,-94.881708,0
56751,2020-07-11 04:00:42,30181367542315,"fraud_Kutch, Hermiston and Farrell",gas_transport,71.97,Danielle,Walker,F,9824 Mitchell Run,Powell Butte,OR,97753,44.2415,-121.0113,2016,Local government officer,1953-12-25,bff7c31bba04cdace693e9e53c39413e,1373515242,44.286453,-121.944632,0
78171,2020-07-18 20:52:51,2266735643685262,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,2.41,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,1972-07-25,5ef9250a71cf2286a88ca4be871911e7,1374180771,34.384195,-85.267096,0
70392,2020-07-15 05:46:32,3533012926413100,fraud_Harris Inc,gas_transport,65.62,Megan,Bernard,F,128 Nathan Ramp,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,1994-03-01,ef9c7ba19d189637b32b63db04edc3ac,1373867192,43.044176,-75.710904,0
440972,2020-12-06 22:07:04,4279161831637,fraud_O'Keefe-Wisoky,food_dining,8.26,Lisa,Hendrix,F,35737 Kirby Fall Suite 409,Vanderbilt,PA,15486,40.0246,-79.6955,2303,Physiotherapist,1987-08-16,164bc3704be6f32a0c6171010838bef1,1386367624,40.662225,-79.42469100000001,0
376828,2020-11-15 13:47:08,3565996340207976,"fraud_Monahan, Bogisich and Ledner",misc_pos,2.67,Warren,Daniels,M,23656 Harris Gardens Suite 698,El Paso,TX,79906,31.8092,-106.4247,749635,Market researcher,1973-01-21,58537da07bf2ea182e3b0a551956e2ff,1384523228,31.700921,-105.535054,0
493366,2020-12-18 08:07:21,4005676619255478,"fraud_Stroman, Hudson and Erdman",gas_transport,68.65,William,Perry,M,458 Phillips Island Apt. 768,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,1994-05-31,c9d9b2b2b4bf096ade21a0ad43510634,1387354041,30.82627,-90.008588,0
417520,2020-12-01 06:43:19,6011934240159560,"fraud_Osinski, Ledner and Leuschke",grocery_pos,90.93,Joshua,Cohen,M,426 Mark Ports,Brooklin,ME,4616,44.2541,-68.5565,824,"Loss adjuster, chartered",1974-11-02,d83f6e691e2ab9498fc189efc9361301,1385880199,43.441089,-68.798187,0
322076,2020-10-21 22:45:23,2720012583106919,"fraud_Hintz, Bauch and Smith",health_fitness,75.83,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126,Volunteer coordinator,1980-08-18,d71c30e94fa75ed0bd05226927eaa258,1382395523,42.818074,-103.426765,0
536806,2020-12-28 00:02:17,6011231546538393,fraud_Bernhard Inc,gas_transport,67.87,Johnny,Bennett,M,321 Camacho Causeway,Boonton,NJ,7005,40.9115,-74.414,15269,"Psychologist, sport and exercise",1993-07-05,8e411a00745218953af3cf7e3e68116b,1388188937,41.113666,-74.985063,0
64925,2020-07-13 17:43:58,4587657402165341815,fraud_Schmitt Ltd,misc_net,75.84,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,e370331bb6cbea118f277968e896afc6,1373737438,40.837443,-87.713154,0
357447,2020-11-06 23:23:09,4379260813815979609,fraud_Kessler Inc,travel,516.7,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1974-01-03,6120208f09d99dc84e3e8c5cb5f778ea,1383780189,38.307422,-121.517237,0
62464,2020-07-13 02:04:59,6011693194885790,fraud_Doyle Ltd,grocery_pos,61.56,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",1995-12-04,56ff10e893fab76e26d60b09b00a0c41,1373681099,46.569829,-93.975199,0
362342,2020-11-09 02:03:10,4186530744674,fraud_Dickinson-Rempel,misc_pos,60.49,Casey,Howell,F,374 Christopher Ramp Suite 855,Blackville,SC,29817,33.3645,-81.2718,4913,Technical brewer,1966-11-10,6fcfb706186d5a2f851d4f9797bc1f82,1383962590,32.61565,-80.752034,0
437213,2020-12-06 06:15:16,3518758680062249,fraud_Kutch-Hegmann,grocery_net,30.56,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,1989-11-24,055e6a8b7e204dc10970660faac9bcb3,1386310516,38.338072,-110.462762,0
408678,2020-11-29 16:49:54,4099707841315751,"fraud_Hermiston, Russel and Price",food_dining,6.13,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,dd026d25451759ec3b7524ab53beaad3,1385743794,38.921548,-78.800799,0
540656,2020-12-28 16:09:58,340953839692349,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,1.82,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",1980-05-18,63d98cd07b1f978e8167d3963182a4dc,1388246998,42.540147,-83.503196,0
416879,2020-12-01 03:28:45,30408301059761,"fraud_Schaefer, McGlynn and Bosco",gas_transport,73.26,Brandon,Pittman,M,2881 Frey Village,Cross,SC,29436,33.3364,-80.1859,4471,Occupational hygienist,1973-10-09,e265e4543e82f8720227d87e3fa04f0c,1385868525,33.344542,-80.149462,0
345731,2020-11-01 19:52:35,6538441737335434,fraud_Schmidt and Sons,shopping_net,169.07,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,e945295a1150548ea643af0402e47c2c,1383335555,41.62577,-81.10762700000001,0
447123,2020-12-07 21:18:46,4155021259183870,"fraud_Monahan, Bogisich and Ledner",misc_pos,24.93,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),1983-10-12,639be8b30bc9f2ff868352e3180d8cbc,1386451126,33.853006,-99.392089,0
415636,2020-11-30 22:20:38,2248348993063230,"fraud_Conroy, Balistreri and Gorczany",health_fitness,105.71,Jennifer,Scott,F,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,1960-08-05,ef150a996d45df02307958f6acf4dab1,1385850038,41.260228000000005,-80.91816800000001,0
68622,2020-07-14 16:55:54,4633065159406313,fraud_Auer-West,shopping_net,6.56,Jasmine,Wade,F,90662 Lewis Avenue,Providence,RI,2908,41.8383,-71.4377,203571,"Nurse, children's",1995-11-29,94c32bae24ce218090cdfe6eab8e2a88,1373820954,41.24203,-70.932132,0
334308,2020-10-27 07:39:54,4003989662068504,"fraud_Jones, Sawayn and Romaguera",misc_net,3.36,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,7941dffdc9e2c26a001b7d0f67e2f9a9,1382859594,33.485253,-86.039244,0
218667,2020-09-07 04:06:01,36153880429415,fraud_Goodwin-Nitzsche,grocery_pos,66.55,Erik,Stevens,M,84033 Pitts Overpass,Lakeland,FL,33809,28.1762,-81.9591,237282,Plant breeder/geneticist,1949-10-13,bbef1d6c4864f95bbc97cda86ecc9954,1378526761,27.423941,-81.450212,0
284869,2020-10-05 19:21:38,38052002992326,fraud_Lubowitz-Walter,kids_pets,12.14,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,1995-09-11,a4f4d5b7fac133e19b63e85d59f269da,1381000898,30.985646000000003,-95.789308,0
250246,2020-09-20 21:53:40,630484879808,fraud_Reilly and Sons,health_fitness,73.69,Ian,Patton,M,8088 Sherman Radial Suite 689,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,1973-02-07,8c3b4faecccf0390998144589553c136,1379714020,37.314842,-120.452262,0
425119,2020-12-02 22:26:36,4451952084362894,"fraud_Cormier, Stracke and Thiel",entertainment,75.15,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,1980-07-30,3547aa918e7904922ab78ce87b56cfd7,1386023196,34.190062,-103.042196,0
461897,2020-12-11 10:27:25,371226440126102,fraud_Zemlak Group,misc_net,5.36,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,1974-12-24,0625911e37b2b46c7be90c0156efb2bf,1386757645,39.665031,-89.864573,0
19862,2020-06-28 11:09:10,4670613943676271,fraud_Pacocha-Bauch,shopping_pos,1.82,Bianca,Novak,F,0953 David Skyway,Cuthbert,GA,39840,31.7706,-84.7936,5726,Fitness centre manager,1947-08-14,33fe6b0614f24b11ff09010ba82867c7,1372417750,31.02705,-85.12016700000001,0
544809,2020-12-29 08:14:49,6011399591920186,"fraud_Rutherford, Homenick and Bergstrom",grocery_net,37.17,Maria,Roy,F,58665 Nicholas Ford Suite 348,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,1973-10-14,236c1bab22f2301993e52aba68b1233e,1388304889,42.525641,-72.985701,0
361100,2020-11-08 16:58:28,6534628260579800,fraud_Waelchi Inc,kids_pets,22.43,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,ef7d442ef66cf73737bb4f17278a0395,1383929908,45.065413,-73.14070799999999,0
546345,2020-12-29 14:25:23,3540862542587229,fraud_Rippin-VonRueden,health_fitness,91.82,Nancy,Roach,F,376 Brown Courts,Yellowstone National Park,WY,82190,44.7957,-110.6137,369,Materials engineer,1941-11-16,eea77b4bd575a2ea8870ee459c2a6870,1388327123,45.415753,-110.199473,0
387882,2020-11-20 03:26:47,3523843138706408,fraud_Bartoletti-Wunsch,gas_transport,83.36,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,1970-11-20,2cec67f48ad8859c6779ae84e236b47c,1384918007,32.805887,-86.773768,0
394623,2020-11-23 06:21:06,377654590313960,"fraud_Mosciski, Gislason and Mertz",grocery_pos,76.23,Lawrence,Davis,M,7421 Serrano Lane Apt. 580,Powell,TN,37849,36.0435,-84.04,25459,"Teacher, special educational needs",1969-02-22,53d37dd55b02ea075fd14f0566137de6,1385187666,35.665759,-83.790913,0
257888,2020-09-23 19:29:23,213141712584544,fraud_Tromp Group,travel,6.1,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,d7020867f9d298432ef26494305ddcb7,1379964563,31.47973,-90.126271,0
73793,2020-07-16 22:36:18,3546674063249004,fraud_Schuppe-Schuppe,food_dining,38.72,Jordan,May,M,1626 Susan Course,Aledo,TX,76008,32.7004,-97.6039,13602,Optometrist,1984-07-05,9f3bde25eaa1cb2ab99737291405be14,1374014178,33.141836,-98.361043,0
501193,2020-12-20 07:31:42,3528231451607350,fraud_Mraz-Herzog,gas_transport,54.03,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,7d8f19dd7e053f42485f23b32f2077a5,1387524702,38.998133,-74.34684200000001,0
300086,2020-10-12 14:34:31,4469777115158234880,fraud_Predovic Inc,shopping_net,11.15,Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,1980-11-22,411b201e8a14593cd6ee2e5048bf795e,1381588471,41.930704,-70.65566899999999,0
79476,2020-07-19 07:53:34,4707867759656333,"fraud_Yost, Block and Koepp",misc_pos,6.11,Susan,Shah,F,9016 Jordan Bypass Apt. 516,Cranks,KY,40820,36.7558,-83.1838,581,"Psychologist, counselling",1967-02-04,7c158c27fdfcafe4e14a4ee547e3fc3e,1374220414,36.053409,-82.251326,0
14651,2020-06-26 09:10:24,3520550088202337,fraud_Hudson-Ratke,grocery_pos,59.65,Micheal,Walters,M,15315 Vaughn Park Suite 356,Hovland,MN,55606,47.8342,-90.0476,272,Freight forwarder,2001-07-05,100ab5780dfa2d51dd452f2711c62291,1372237824,48.384725,-89.69203900000001,0
490241,2020-12-17 11:45:50,348379466427142,fraud_Christiansen-Gusikowski,misc_pos,1.03,Michael,Rowe,M,7428 Martinez Flats,Melbourne,FL,32935,28.1384,-80.6524,139650,Database administrator,1957-01-23,fab01eee181e6258028f7260245fafc8,1387280750,28.660611,-79.916379,0
211517,2020-09-03 21:10:05,2712209726293386,fraud_Labadie LLC,personal_care,6.24,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",1977-02-22,85a12fdfbacf6ada9676956b5a2dafb9,1378242605,30.002902,-91.549462,0
329677,2020-10-25 19:49:11,4292902571056973207,fraud_Dickinson-Rempel,misc_pos,88.56,Jeffrey,Smith,M,135 Joseph Mountains,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",1995-08-16,00f78480ec8de6084c5f7173dd0d6b21,1382730551,46.015987,-113.335897,0
428333,2020-12-03 22:16:11,213141712584544,fraud_Gulgowski LLC,home,20.4,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,3d7c1bfbc93c780e6b5e745c1467bb71,1386108971,32.397214,-90.610918,0
381625,2020-11-17 01:56:36,374497717543058,"fraud_Moen, Reinger and Murphy",grocery_pos,151.86,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",1948-06-30,4e1d73cae56c1cd7266ad6e00607d052,1384653396,46.941914,-100.599514,0
114773,2020-07-31 14:05:15,6011366578560244,"fraud_Kerluke, Kertzmann and Wiza",misc_net,9.26,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,1997-07-01,4e2801602794900599cfcf0f54483919,1375279515,40.27465,-77.79527900000001,0
257793,2020-09-23 18:23:51,4683638447911,"fraud_Konopelski, Schneider and Hartmann",food_dining,49.98,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1972-07-01,4c4b966b4bbee7b42f91d7d07608682c,1379960631,30.12092,-91.956292,0
431050,2020-12-04 17:04:55,2266735643685262,"fraud_Yost, Schamberger and Windler",kids_pets,59.75,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,1972-07-25,515db91deb4dd6a5d51b5043616c82af,1386176695,34.379697,-86.493086,0
422479,2020-12-02 00:53:52,4488258847705225890,fraud_Bogisich-Homenick,misc_net,2.55,Jessica,Shaw,F,5745 Blair Locks,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,1929-08-23,69ceedf4e2caa31ff185fde1654d3d61,1385945632,33.398903000000004,-81.931247,0
536189,2020-12-27 21:44:39,4810839835482794272,fraud_Gleason-Macejkovic,shopping_net,9.43,Carolyn,Perez,F,433 Blake Roads Suite 967,Wheaton,MO,64874,36.7651,-94.0492,760,Production manager,1985-08-31,a3689eb6f7c02f6b16fe8e4a06a0d28e,1388180679,37.261322,-93.070667,0
287375,2020-10-06 15:18:26,3502088871723054,fraud_Turcotte-Halvorson,misc_pos,42.17,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1976-09-08,19b97f21802e08e17641540882262ecc,1381072706,38.654952,-77.92405,0
359079,2020-11-07 20:24:09,4500002361389,fraud_Runte-Mohr,food_dining,53.22,Joseph,Nixon,M,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.2833,-75.8465,470,Music tutor,1965-04-07,89c8a4a07ee7774505807f1a56887495,1383855849,37.886704,-75.854504,0
132126,2020-08-06 10:12:27,30561214688470,fraud_Cummings LLC,gas_transport,50.78,Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",1998-10-01,aaec6a5b0d48d7fd94400b3ac5f608a5,1375783947,40.012297,-74.531286,0
121922,2020-08-03 02:04:43,4342532437704183,fraud_Paucek-Wiza,grocery_net,27.63,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,1994-02-16,59d9897285c0c36a0d47281fd0541a03,1375495483,42.490642,-75.240385,0
334015,2020-10-27 04:54:54,30044330818990,fraud_Koepp-Witting,grocery_pos,214.97,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1985-08-29,63086f0cf6e03bd9f995302d99d19c9f,1382849694,26.396501,-81.75833399999999,0
501942,2020-12-20 11:57:02,4623560839669,fraud_Strosin-Cruickshank,grocery_pos,129.17,Vincent,Waller,M,9379 Vanessa Run Apt. 400,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,1954-07-15,2250a08b467cd170536b481e1e97c38f,1387540622,43.172946,-94.4815,0
59754,2020-07-12 08:32:44,4223708906367574214,fraud_Bradtke PLC,grocery_pos,106.51,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,69928a2c5d237815141aa078ce5a7ca6,1373617964,38.618828,-85.092649,0
9493,2020-06-23 21:18:39,4761403817546679245,fraud_Kuphal-Toy,food_dining,61.79,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,d364e419a07da12ced9e83d554cbe240,1372022319,36.992884,-92.274119,0
56652,2020-07-11 02:49:08,374656033243756,"fraud_Huel, Hammes and Witting",grocery_pos,39.6,David,Lewis,M,1499 Michael Rue,Arlington,VA,22213,38.8954,-77.1633,207410,Mudlogger,1984-07-03,fdd33d0d043b156810f003a0e0634052,1373510948,39.774658,-77.267301,0
363490,2020-11-09 12:33:07,4189814094741,fraud_Hills-Witting,shopping_net,5.77,Jason,Farmer,M,33165 Larry Walks Suite 960,Ragland,AL,35131,33.7367,-86.1619,4159,Educational psychologist,1998-02-03,89a38341a34aae151fe0b14925d98f95,1384000387,33.348968,-87.126442,0
484749,2020-12-15 20:21:48,3575540972310993,fraud_Price Inc,shopping_net,2.29,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,38677,34.3396,-89.5736,4198,Curator,2001-06-22,52887857e75f436c19f967c33c71b018,1387138908,34.336656,-89.193663,0
297928,2020-10-11 21:04:51,4797297220948468262,"fraud_Walter, Hettinger and Kessler",personal_care,16.91,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,1991-03-13,6168ab8c150f28e80cf087b4c1226be3,1381525491,39.259237,-85.568749,0
237223,2020-09-14 20:52:24,3565996340207976,fraud_Kilback Group,food_dining,27.54,Warren,Daniels,M,23656 Harris Gardens Suite 698,El Paso,TX,79906,31.8092,-106.4247,749635,Market researcher,1973-01-21,bf0cdb7064fd85e61711c8a8ae50a5da,1379191944,32.795732,-107.291972,0
246268,2020-09-19 05:30:56,346243940647414,"fraud_Stehr, Jewess and Schimmel",misc_net,5.62,Sean,Miller,M,6340 Jeffrey Dale,Thornville,OH,43076,39.8974,-82.4071,9051,Audiological scientist,1983-01-08,d68a5358259367c1123b2221011be83e,1379568656,39.289866,-81.818312,0
303802,2020-10-13 18:33:29,180018375329178,fraud_Langworth LLC,personal_care,16.92,Michelle,Woods,F,952 Joseph Throughway,Munith,MI,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,1988-03-21,9bdd0c5f649eb397bbb0e078ca0c3b3d,1381689209,42.887986,-83.836017,0
469737,2020-12-13 09:20:33,3527536963490470,"fraud_Greenholt, Jacobi and Gleason",gas_transport,49.29,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1974-12-05,4528fdc6299a57a92b8848912a9da932,1386926433,32.14176,-80.531759,0
526934,2020-12-25 19:52:14,4306586894261180,"fraud_O'Connell, Botsford and Hand",home,35.73,Renee,Walls,F,86542 Jessica Fords Apt. 706,Veedersburg,IN,47987,40.1186,-87.2602,4049,"Development worker, community",1959-10-19,1d3efcede95e9e8306fbf48f2fbeb522,1388001134,39.34763,-87.19406500000001,0
176586,2020-08-22 14:52:21,4839043708100390,fraud_Schimmel-Olson,kids_pets,26.78,Meredith,Campbell,F,043 Hanson Turnpike,Hedrick,IA,52563,41.1826,-92.3097,1583,Geochemist,1999-06-28,30e8e52b903d604936bc4b53ea4523c7,1377183141,40.493539,-91.367404,0
287237,2020-10-06 14:21:34,3525668150756629,"fraud_Koss, Hansen and Lueilwitz",home,80.1,Christopher,Choi,M,04611 Sandra Spring Suite 059,Rumely,MI,49826,46.3481,-87.0436,137,Film/video editor,1990-08-13,86a3a7b6edd58815ac6198ddc8871cc7,1381069294,47.00484,-87.638639,0
488972,2020-12-17 00:40:37,3533012926413100,fraud_Berge LLC,gas_transport,82.64,Megan,Bernard,F,128 Nathan Ramp,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,1994-03-01,64862c1cc1b933833f7b0ac6f9d6c53f,1387240837,42.956772,-75.943471,0
41261,2020-07-05 19:33:27,370877495212014,fraud_Beier-Hyatt,shopping_pos,71.43,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,1984-03-06,61e4e57931c3b5cf8a05a573ded87a50,1373052807,35.214849,-81.98168100000001,0
505840,2020-12-21 02:42:02,213195754007681,fraud_Hills-Witting,shopping_net,9.49,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,1969-07-24,a9fcb94b5886f7a6f63f7ccb13385fae,1387593722,42.034173,-92.360376,0
344966,2020-11-01 14:38:53,571844099986,fraud_Kuphal-Toy,food_dining,186.81,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,77ec4f0423479f452670b036e2e26751,1383316733,38.533224,-86.526062,0
153046,2020-08-13 20:13:08,6011109736646996,fraud_Pacocha-Bauch,shopping_pos,17.61,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,554fe6cd1bde3a11da6b0d5d52df11b3,1376424788,34.67536,-77.278778,0
260166,2020-09-25 03:31:39,4952583804639909,fraud_Stiedemann Inc,misc_pos,3.27,Patricia,Rodriguez,F,386 Randolph Throughway,Warren,OH,44483,41.2639,-80.8164,75903,Magazine features editor,1957-04-05,d200bdbee3e044732ef0cb641db16e48,1380079899,40.371994,-80.536661,0
115954,2020-08-01 00:49:35,4171397999167005,fraud_Donnelly PLC,misc_net,2.96,Ashley,Mcdonald,F,3160 Tina Estates Suite 234,Marietta,SC,29661,35.0296,-82.5136,5648,Museum/gallery exhibitions officer,1934-10-06,368c6cbc4e872bb0928f63b19b76ec4c,1375318175,34.887194,-83.01486700000001,0
542066,2020-12-28 20:39:02,6011252220172077,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,148.74,Melvin,Wright,M,210 Dean Causeway Suite 130,Alton,IA,51003,42.9782,-96.0173,1700,"Engineer, land",2001-12-19,9dceb15869571fc622420244f69df3fe,1388263142,42.42846,-95.91644,0
31287,2020-07-01 17:32:24,4725673654161314,fraud_Effertz LLC,entertainment,3.08,Alex,White,M,874 Fred Knolls Apt. 609,Orient,NY,11957,41.1437,-72.2879,743,Video editor,1968-09-19,ba0feaff2e89a972af19bcb6db5ddca3,1372699944,41.639151,-73.199088,0
93410,2020-07-23 19:42:05,4173950183554608,fraud_Harris Group,food_dining,2.47,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1978-10-05,4536af72ab9aa5f433cbf7de609326d3,1374608525,39.792824,-74.675087,0
399661,2020-11-24 20:37:49,676195318214,fraud_Runte-Mohr,food_dining,31.5,Brandy,Quinn,F,9734 Beard Fields Suite 885,Altair,TX,77412,29.6047,-96.5249,106,"Editor, film/video",1983-07-24,64d30440050539ea94060dbde72d1339,1385325469,29.145972,-96.115501,0
256445,2020-09-22 22:14:36,4198470814557,fraud_Gislason Group,travel,5.14,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,48c93581ec3643bb37c375a5d58d9eb4,1379888076,41.532703000000005,-95.249058,0
294522,2020-10-10 12:23:13,4471568287204,fraud_Ullrich Ltd,kids_pets,107.18,Dakota,Maldonado,M,369 Cochran Radial,Pelham,NC,27311,36.4899,-79.4736,3402,Insurance underwriter,1927-10-24,a4cbc7eda4bfd5ec3e34945f0381d627,1381407793,37.20129,-80.127436,0
381135,2020-11-16 22:18:44,4560004149983868183,fraud_Price Inc,shopping_net,12.93,Stacy,Villegas,F,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,1992-05-09,d09aa9a3dfd217a36ba198e003a0b8e6,1384640324,39.432647,-103.92127,0
